Use Group,Use Header,Use Name,Use Name Full,Use NAICS Code,NAICS Notes,NAICS to subtract,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Limitations
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),Automotive equipment rental and leasing (5321),5321,,,R8,–,True,False,,,,,,,No,
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),Consumer goods rental (5322) - Consumer electronics and appliances rental (53221),53221,,,R8,–,True,False,,,,,,,No,
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),Consumer goods rental (5322) - Recreational goods rental (532284),532284,,,R8,–,True,False,,,,,,,No,
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),Consumer goods rental (5322) - All other consumer goods rentals (in 5322),5322,"5322 minus 53221, 532284",53221.0,R8,–,True,False,,,,,,,No,
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),Consumer goods rental (5322) - All other consumer goods rentals (in 5322),5322,"5322 minus 53221, 532284",532284.0,R8,–,True,False,,,,,,,No,
VI Services,Rental and Leasing Services (532),General rental centers (5323),General rental centers (5323),5323,,,R8,–,True,False,,,,,,,No,
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),Commercial and industrial machinery and equipment rental and leasing (5324),5324,,,R8,–,True,False,,,,,,,No,
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),Veterinary services (54194),54194,,,R8,–,True,False,,,,,,,No,
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)","All other professional, scientific, and technical services (in 541)",541,541 minus 54194,54194.0,R8,–,True,False,,,,,,,No,
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),Management of companies and enterprises (5511),5511,,,R8,–,True,False,,,,,,,No,
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),Travel and reservation services (5615),5615,,,R8,–,True,False,,,,,,,No,
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),Services to buildings and dwellings (5617) - Carpet and upholstery cleaning services (56174),56174,,,R8,–,True,False,,,,,,,No,
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),Services to buildings and dwellings (5617) - All other services to buildings and dwellings (in 5617),5617,5617 minus 56174,56174.0,R8,–,True,False,,,,,,,No,
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),All other administrative and support services (in 561),561,"561 minus 5615, 5617",5615.0,R8,–,True,False,,,,,,,No,
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),All other administrative and support services (in 561),561,"561 minus 5615, 5617",5617.0,R8,–,True,False,,,,,,,No,
VI Services,Educational Services (611),Business schools and computer and management training (6114),Business schools and computer and management training (6114),6114,,,R8,–,True,False,,,,,,,No,
VI Services,Educational Services (611),Technical and trade schools (6115),Technical and trade schools (6115),6115,,,R8,–,True,False,,,,,,,No,
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),All other schools and instruction (6116 and 6117),"6116, 6117",6116,,R8,–,True,False,,,,,,,No,
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),All other schools and instruction (6116 and 6117),"6116, 6117",6117,,R8,–,True,False,,,,,,,No,
VI Services,Food Services and Drinking Places (722),Special food services (7223),Special food services (7223),7223,,,R8,–,True,False,,,,,,,No,
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),Eating or drinking establishments (7224 and 7225),"7224, 7225",7224,,R8,–,True,False,,,,,,,No,
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),Eating or drinking establishments (7224 and 7225),"7224, 7225",7225,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,Automotive repair and maintenance (8111) - #Heavy motor vehicle repair and maintenance shops#,8111,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,Automotive repair and maintenance (8111) - #Light motor vehicle repair and maintenance shops#,8111,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Car washes (811192),Automotive repair and maintenance (8111) - Car washes (811192),811192,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),Electronic and precision equipment repair and maintenance (8112),8112,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),Commercial and industrial machinery and equipment repair and maintenance (8113),8113,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Bicycle repair,Personal and Household Goods Repair and Maintenance (8114) - Bicycle repair,8114,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Recreational boat repair,Personal and Household Goods Repair and Maintenance (8114) - Recreational boat repair,8114,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),Personal and Household Goods Repair and Maintenance (8114) - Home and garden equipment and appliance repair and maintenance (81141),81141,,,R8,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),Personal and Household Goods Repair and Maintenance (8114) - All other personal and household goods repair and maintenance (in 8114),8114,"8114 minus 81141, 81149 (boats, bikes only)",,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,Personal care services (8121) - #Health and fitness establishments#,8121,,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),Personal care services (8121) - All other personal care services (in 8121),8121,8121 minus health and fitness,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),Death care services (8122) - Funeral homes and funeral services (81221),81221,,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Crematoriums,Death care services (8122) - Crematoriums,8122,,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Personal laundry services,Dry cleaning and laundry services (8123) - Personal laundry services,8123,,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,Dry cleaning and laundry services (8123) - Personal dry cleaning services,8123,,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,Dry cleaning and laundry services (8123) - Industrial dry cleaning and laundry services,8123,,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Pet care services (81291),Pet care services (81291),81291,,,R8,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),All other personal services (in 8129),8129,8129 minus 81291,81291.0,R8,–,True,False,,,,,,,No,
VII,Laboratories,Laboratories,Laboratories,,,,R8,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,,,,"Yes, by special permit",
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental","Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",,,,R8,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,,,,"Yes, by special permit",
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,#Amusement or recreation facilities#,,"71312, 71394 (except health and fitness), 71399(all others)",,R8,–,True,False,,,,,,,No,
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,#Select entertainment facilities#,,"71395, 71399(Billiard parlors, Escape rooms, Racetracks, slot car (i.e., amusement devices))",,R8,–,True,False,,,,,,,No,
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,#Outdoor amusement parks#,,71311,,R8,–,True,False,,,,,,,No,
VIII,Art Galleries and Studios,Art galleries,Art galleries,,,,R8,–,True,False,,,,,,,No,
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios","Art, music, dancing or theatrical studios",,,,R8,–,True,False,,,,,,,No,
VIII,Art Galleries and Studios,Production or entertainment studios,Production or entertainment studios,,,,R8,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,Arenas or auditoriums,,,,R8,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Drive-in theaters,Drive-in theaters,,,,R8,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Racetracks,Racetracks,,,,R8,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Stadiums,Stadiums,,,,R8,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Theaters,Theaters,,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,"Banquet, function or reception halls","Banquet, function or reception halls",,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Gaming facilities,Gaming facilities,,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Historical exhibits,Historical exhibits,,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Meeting halls,Meeting halls,,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Non-commercial clubs,Non-commercial clubs,,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Observation decks,Observation decks,,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Outdoor day camps,Outdoor day camps,,,,R8,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-18,,,,"Yes, by special permit",
VIII,Other Assembly Spaces,Publicly accessible spaces,Publicly accessible spaces,,,,R8,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Riding academies or stables,Riding academies or stables,,,,R8,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-18,,,,"Yes, by special permit",
VIII,Other Assembly Spaces,Trade expositions,Trade expositions,,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,Building materials or contractors' yard,Building materials or contractors' yard,,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing","Depositories for storage of office records, microfilm or computer tapes, or for data processing",,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,Micro-distribution facility,Micro-distribution facility,,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,Moving or storage offices,Moving or storage offices,,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,#Self-service storage facility#,#Self-service storage facility#,,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,Trucking terminals or motor freight stations,Trucking terminals or motor freight stations,,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,Warehouses,Warehouses,,,,R8,–,True,False,,,,,,,No,
IX(A),General Storage,Wholesale establishments,Wholesale establishments,,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Coal or gas storage,Coal or gas storage,,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances","Explosives storage, when not prohibited by other ordinances",,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Grain storage,Grain storage,,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments","Junk or salvage yards, including auto wrecking or similar establishments",,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Lumber yard,Lumber yard,,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Manure, peat or topsoil storage","Manure, peat or topsoil storage",,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling","Petroleum or petroleum products, storage or handling",,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Refrigerating plants,Refrigerating plants,,,,R8,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling","Scrap metal, junk, paper or rags storage, sorting, or baling",,,,R8,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,Boat storage,Boat storage,,,,R8,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps","Commercial or public vehicle storage, including #accessory# motor fuel pumps",,,,R8,–,True,False,,,,,,,No,
